,grid_res,time,RMSE,loss,type,cache
0,10,29.12397170066833,0.0002266016098974,0.0005080859237733,PI,True
1,10,30.129971265792847,0.0008991356752621,0.0006707930094426,PI,True
2,10,30.85521650314331,0.0008991356752621,0.0006707930094426,PI,True
3,10,30.81014561653137,0.0008991356752621,0.0006707930094426,PI,True
4,10,30.63400077819824,0.0008991356752621,0.0006707930094426,PI,True
5,10,30.683000326156616,0.0008991356752621,0.0006707930094426,PI,True
6,10,30.15300035476685,0.0008991356752621,0.0006707930094426,PI,True
7,10,30.4159631729126,0.0008991356752621,0.0006707930094426,PI,True
8,10,30.38398575782776,0.0008991356752621,0.0006707930094426,PI,True
9,10,30.54704213142395,0.0008991356752621,0.0006707930094426,PI,True
10,20,31.947017431259155,0.0001855306667779,0.0004282534384537,PI,True
11,20,31.35300135612488,0.0001855306667779,0.0004282534384537,PI,True
12,20,29.994999170303345,0.0001855306667779,0.0004282534384537,PI,True
13,20,30.098999500274655,0.0001855306667779,0.0004282534384537,PI,True
14,20,29.994999170303345,0.0001855306667779,0.0004282534384537,PI,True
15,20,30.08300089836121,0.0001855306667779,0.0004282534384537,PI,True
16,20,29.94499945640564,0.0001855306667779,0.0004282534384537,PI,True
17,20,30.61199975013733,0.0001855306667779,0.0004282534384537,PI,True
18,20,30.739999771118164,0.0001855306667779,0.0004282534384537,PI,True
19,20,30.86956238746643,0.0001855306667779,0.0004282534384537,PI,True
20,30,41.30900001525879,0.0012852305984125,0.0004735545523156,PI,True
21,30,39.42451071739197,0.0012852305984125,0.0004735545523156,PI,True
22,30,39.99999952316284,0.0012852305984125,0.0004735545523156,PI,True
23,30,39.72399926185608,0.0012852305984125,0.0004735545523156,PI,True
24,30,40.73500299453735,0.0012852305984125,0.0004735545523156,PI,True
25,30,40.17800235748291,0.0012852305984125,0.0004735545523156,PI,True
26,30,40.937514543533325,0.0012852305984125,0.0004735545523156,PI,True
27,30,40.679049015045166,0.0012852305984125,0.0004735545523156,PI,True
28,30,41.13450741767883,0.0012852305984125,0.0004735545523156,PI,True
29,30,39.68101787567139,0.0012852305984125,0.0004735545523156,PI,True
30,40,47.80700039863586,0.0001864629905022,0.0004674069817061,PI,True
31,40,47.49355125427246,0.0001864629905022,0.0004674069817061,PI,True
32,40,47.07199931144714,0.0001864629905022,0.0004674069817061,PI,True
33,40,48.36251163482666,0.0001864629905022,0.0004674069817061,PI,True
34,40,47.06250953674317,0.0001864629905022,0.0004674069817061,PI,True
35,40,47.25552701950073,0.0001864629905022,0.0004674069817061,PI,True
36,40,48.59658312797546,0.0001864629905022,0.0004674069817061,PI,True
37,40,47.76399874687195,0.0001864629905022,0.0004674069817061,PI,True
38,40,47.532999753952026,0.0001864629905022,0.0004674069817061,PI,True
39,40,46.19699954986572,0.0001864629905022,0.0004674069817061,PI,True
40,50,43.0799994468689,0.0006179349092922,0.0003285603036778,PI,True
41,50,43.48699903488159,0.0006179349092922,0.0003285603036778,PI,True
42,50,42.98500084877014,0.0006179349092922,0.0003285603036778,PI,True
43,50,43.22199892997742,0.0006179349092922,0.0003285603036778,PI,True
44,50,43.20199942588806,0.0006179349092922,0.0003285603036778,PI,True
45,50,43.05600070953369,0.0006179349092922,0.0003285603036778,PI,True
46,50,42.92399978637695,0.0006179349092922,0.0003285603036778,PI,True
47,50,43.07600021362305,0.0006179349092922,0.0003285603036778,PI,True
48,50,43.89399933815002,0.0006179349092922,0.0003285603036778,PI,True
49,50,45.4665265083313,0.0006179349092922,0.0003285603036778,PI,True
50,60,51.78300023078919,0.001605007045808,0.0005759197919364,PI,True
51,60,51.6920006275177,0.001605007045808,0.0005759197919364,PI,True
52,60,50.71699953079224,0.001605007045808,0.0005759197919364,PI,True
53,60,51.11599922180176,0.001605007045808,0.0005759197919364,PI,True
54,60,51.24699950218201,0.001605007045808,0.0005759197919364,PI,True
55,60,53.02756094932556,0.001605007045808,0.0005759197919364,PI,True
56,60,53.59808039665222,0.001605007045808,0.0005759197919364,PI,True
57,60,52.41299891471863,0.001605007045808,0.0005759197919364,PI,True
