,grid_res,time,RMSE,type,cache
0,100,261.1258382797241,0.030644311710478857,L3,True
1,100,40.18400025367737,0.03001189168401301,L3,True
2,100,19.09700059890747,0.029977678864569503,L3,True
3,100,25.9635591506958,0.030301248208845773,L3,True
4,100,29.00351309776306,0.030428952077962607,L3,True
5,100,27.584999799728394,0.029386879948724874,L3,True
6,100,27.874001264572144,0.02927001579912267,L3,True
7,100,29.488001585006714,0.03022632209482159,L3,True
8,100,57.15701675415039,0.02928362012766636,L3,True
9,100,28.753999710083008,0.029985107531005206,L3,True
10,100,138.03000140190125,0.03485953711523722,L4,True
11,100,26.726999282836914,0.036705464424528676,L4,True
12,100,54.57600021362305,0.034347554898453175,L4,True
13,100,33.221999406814575,0.03433595279859183,L4,True
14,100,33.6300003528595,0.03377408415319565,L4,True
15,100,38.0040009021759,0.03455559050660146,L4,True
16,100,41.30701684951782,0.03399401636258961,L4,True
17,100,33.81299924850464,0.03370672208221117,L4,True
18,100,32.34600043296814,0.03477263068133841,L4,True
19,100,33.5245258808136,0.03430611644171416,L4,True
20,100,90.77951097488403,0.04779952917393941,L5,True
21,100,30.71000051498413,0.04868225014600541,L5,True
22,100,33.27552652359009,0.05160436714646256,L5,True
23,100,33.13200044631958,0.04580843579165645,L5,True
24,100,29.577510595321655,0.04556111182786699,L5,True
25,100,29.227999687194824,0.046071087769109044,L5,True
26,100,29.5515398979187,0.04592062762564302,L5,True
27,100,29.479039907455444,0.046277737277066855,L5,True
28,100,29.67454433441162,0.04681939427978358,L5,True
29,100,29.35900068283081,0.04552241906329533,L5,True
30,100,113.46556735038757,0.053084423619083124,L6,True
31,100,31.736000776290894,0.05574546952313712,L6,True
32,100,31.993001461029053,0.05125710819818237,L6,True
33,100,32.50951147079468,0.05642849302970132,L6,True
34,100,29.899000883102417,0.05573687167459755,L6,True
35,100,29.8410005569458,0.05479172083896131,L6,True
36,100,29.690510034561157,0.05621380892447472,L6,True
37,100,30.047001123428345,0.053514378446652605,L6,True
38,100,30.52100133895874,0.05577271697335061,L6,True
39,100,30.037509202957153,0.04906852073635649,L6,True
40,100,90.55002498626709,0.06205889846732932,L7,True
41,100,30.51400136947632,0.0693400064424934,L7,True
42,100,31.54100203514099,0.07186232050479487,L7,True
43,100,31.880999088287354,0.07622453825174183,L7,True
44,100,31.563999891281128,0.06782805627136206,L7,True
45,100,31.280998945236206,0.06817680811323244,L7,True
46,100,31.469000101089478,0.06038793625659568,L7,True
47,100,31.313000917434692,0.062475116478948746,L7,True
48,100,31.719998359680176,0.07347796438427961,L7,True
49,100,29.861523389816284,0.06925328692270348,L7,True
50,100,114.72500324249268,0.08252262133293556,L8,True
51,100,32.3002290725708,0.08929199893452723,L8,True
52,100,31.31899857521057,0.08333316974685974,L8,True
53,100,31.956002473831177,0.07064546582892224,L8,True
54,100,31.994002103805542,0.08711882205686539,L8,True
55,100,32.212002992630005,0.06720873170758783,L8,True
56,100,31.504030227661133,0.06712309906400389,L8,True
57,100,32.2190203666687,0.07009072391101662,L8,True
58,100,32.24800181388855,0.0803441392722965,L8,True
59,100,32.44250726699829,0.0779213864110254,L8,True
60,100,64.33855772018433,0.09649299920548704,L9,True
61,100,31.694000720977783,0.08056392774304015,L9,True
62,100,32.02702236175537,0.08748091247368774,L9,True
63,100,32.34402370452881,0.0823593156759942,L9,True
64,100,31.074000120162964,0.08703193519798016,L9,True
65,100,30.90300154685974,0.09134777194489586,L9,True
66,100,29.334998846054077,0.07994418342421095,L9,True
67,100,29.855031967163086,0.07828291273803548,L9,True
68,100,30.895511150360107,0.08709152742209511,L9,True
69,100,25.27500033378601,0.07940623014307562,L9,True
