,grid_res,time,RMSE,loss,type
0,10,45.180999755859375,0.0019055952686274937,0.0007848664358789392,PI
1,10,42.08099675178528,0.0004399388476141033,0.0003540588019302071,PI
2,10,47.37254333496094,0.00036317642569144606,0.0003935541771308282,PI
3,10,43.65048813819885,0.0006392781156641988,0.000699009816117431,PI
4,10,37.190956592559814,0.00043694533688452315,0.0004484256027962319,PI
5,10,35.62199902534485,0.0023711801311396066,0.00036852156770784267,PI
6,10,36.623000383377075,0.0014390169911595039,0.00047363592628357765,PI
7,10,41.25300097465515,0.0009685646308573175,0.0006754532258312906,PI
8,10,38.70403170585632,0.001649008252434183,0.0010907877302952507,PI
9,10,38.81097626686096,0.0003713473456672328,0.0003360064147309716,PI
10,20,49.33999943733215,0.0003572998173142842,0.0005309273437113238,PI
11,20,49.12500071525574,0.0003495733098392875,0.0009810947478068946,PI
12,20,51.56055545806885,0.0021941923500949983,0.0007858401599412368,PI
13,20,44.41700005531311,0.0009255307978530184,0.0005817789614027749,PI
14,20,55.82500147819519,0.0007205758495776829,0.0004283265429609884,PI
15,20,57.799999475479126,0.0008104930906407919,0.0005033248559129788,PI
16,20,45.714000940322876,0.0006762465997097459,0.0008038411633029263,PI
17,20,56.32753324508667,0.00031716102148420503,0.00024675766744231,PI
18,20,44.98800015449524,0.0008991857883458637,0.0004917874546797318,PI
19,20,59.0439989566803,0.0005919390262756692,0.0002723120590540917,PI
20,30,60.86599946022034,0.0014095820259786057,0.0006136440532228393,PI
21,30,68.01000094413757,0.0006746392196695411,0.0006905994196414623,PI
22,30,74.32614064216614,0.00037665097443038173,0.000622050356970787,PI
23,30,70.45569515228271,0.001973300589969185,0.000929732274238565,PI
24,30,58.93002390861511,0.0006965916829867606,0.0006583965120291468,PI
25,30,43.46299862861633,0.002326725743429297,0.0006967397629158434,PI
26,30,46.837000131607056,0.0009824473857377638,0.0005333551635836892,PI
27,30,50.95300078392029,0.0014679545703093527,0.0006358938023726113,PI
28,30,51.15399932861328,0.0007071233989849703,0.0004374247821888888,PI
29,30,54.21400213241577,0.0002935821442333286,0.000558828175936681,PI
30,40,67.47304558753967,0.0005871847374355999,0.0005605999643023829,PI
31,40,52.18300008773804,0.0004345851500828689,0.0006178312295133381,PI
32,40,50.56502342224121,0.0002877564945998897,0.00048289023910907947,PI
33,40,59.00100040435791,0.0008407616814087628,0.0005241186577775742,PI
34,40,63.56000065803528,0.00019242269922426845,0.0003938288596718742,PI
35,40,77.31160736083984,0.0004143584741199757,0.00044724452065228633,PI
36,40,62.37400531768799,0.0008523692286870382,0.0005689716884137441,PI
37,40,61.3815381526947,0.0011888231508553958,0.0008297030392915364,PI
38,40,73.88299989700317,0.0007033988719225133,0.0004013781820556561,PI
39,40,66.62700009346008,0.0010341998311668315,0.0008525602659237574,PI
40,50,68.76200032234192,0.00022606038850218627,0.0005455458545592113,PI
41,50,89.29699945449829,0.0009965902004751206,0.0002760958824260529,PI
42,50,50.579999923706055,0.000659278376008664,0.0004726049080563399,PI
43,50,56.85400104522705,0.0008893997880646466,0.00037128003376096785,PI
