,grid_res,time,RMSE,type
53,60,46.06181836128235,"tensor(0.0522, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
54,60,44.91925096511841,"tensor(0.0522, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
55,60,45.516542196273804,"tensor(0.0522, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
56,60,44.188759326934814,"tensor(0.0522, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
57,60,44.84922742843628,"tensor(0.0522, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
58,60,44.12180042266846,"tensor(0.0522, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
59,60,51.969491720199585,"tensor(0.0522, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
60,70,71.87483477592468,"tensor(0.0525, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
61,70,72.32171869277954,"tensor(0.0525, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
62,70,62.93456673622131,"tensor(0.0525, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
63,70,59.60082244873047,"tensor(0.0525, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
64,70,59.408249616622925,"tensor(0.0525, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
65,70,59.919723987579346,"tensor(0.0525, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
66,70,59.39603662490845,"tensor(0.0525, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
67,70,59.332117319107056,"tensor(0.0525, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
68,70,59.48421597480774,"tensor(0.0525, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
69,70,59.51208543777466,"tensor(0.0525, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
70,80,87.10121655464172,"tensor(0.0516, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
71,80,77.33235740661621,"tensor(0.0506, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
72,80,74.98979330062866,"tensor(0.0506, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
73,80,75.08029079437256,"tensor(0.0506, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
74,80,75.44184231758118,"tensor(0.0506, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
75,80,75.0610761642456,"tensor(0.0506, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
76,80,74.55254220962524,"tensor(0.0506, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
77,80,75.2002763748169,"tensor(0.0506, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
78,80,75.92152714729309,"tensor(0.0506, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
79,80,75.62994194030762,"tensor(0.0506, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
80,90,93.70446467399597,"tensor(0.0493, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
81,90,93.78012156486511,"tensor(0.0493, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
82,90,94.20924425125122,"tensor(0.0493, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
83,90,94.52609705924988,"tensor(0.0493, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
84,90,93.48301768302917,"tensor(0.0493, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
85,90,94.16196084022522,"tensor(0.0493, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
86,90,93.68056297302246,"tensor(0.0493, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
87,90,94.656405210495,"tensor(0.0493, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
88,90,94.87974572181702,"tensor(0.0493, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
89,90,94.8523337841034,"tensor(0.0493, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
90,100,114.60851240158081,"tensor(0.0491, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
91,100,114.95541524887085,"tensor(0.0491, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
92,100,114.84259247779846,"tensor(0.0491, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
93,100,115.24214005470276,"tensor(0.0491, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
94,100,114.99918699264526,"tensor(0.0491, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
95,100,114.62394261360168,"tensor(0.0491, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
96,100,114.75409293174744,"tensor(0.0491, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
97,100,114.68889832496643,"tensor(0.0491, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
98,100,115.08720850944519,"tensor(0.0491, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
99,100,115.01551604270935,"tensor(0.0491, dtype=torch.float64, grad_fn=<SqrtBackward>)",wave_eqn
