,grid_res,time,RMSE,type,cache
10,100,112.15650606155396,0.0814544670996894,L3,False
11,100,110.60299921035768,0.0751956065881246,L3,False
12,100,104.2815945148468,0.0755010400048381,L3,False
13,100,100.63804578781128,0.0801354873718288,L3,False
14,100,114.81300115585329,0.0723576036968304,L3,False
15,100,86.26500010490417,0.092790166057008,L3,False
16,100,95.28300070762634,0.0871536175039432,L3,False
17,100,107.61999940872192,0.079688383344641,L3,False
18,100,92.63758325576782,0.0936114410254077,L3,False
19,100,110.6532552242279,0.0802888972949811,L3,False
20,100,118.91654133796692,0.079839646582554,L4,False
21,100,114.39899945259094,0.0812595164437323,L4,False
22,100,113.31100034713744,0.0783486490125441,L4,False
23,100,144.9965114593506,0.0727334338136624,L4,False
24,100,92.8730001449585,0.0970339840432197,L4,False
25,100,100.75221991539,0.0853497332443448,L4,False
26,100,105.70099997520448,0.0771786601367831,L4,False
27,100,93.0229995250702,0.0787142763369696,L4,False
28,100,144.17000031471252,0.0609212370032875,L4,False
29,100,116.9780011177063,0.0752484644800036,L4,False
30,100,186.21000051498413,0.0784167169820815,L5,False
31,100,104.86800074577332,0.119484214191645,L5,False
32,100,108.21500062942503,0.1082190718425273,L5,False
33,100,132.74600076675415,0.0851501351457897,L5,False
34,100,151.95099997520447,0.0892567952433126,L5,False
35,100,151.75199937820437,0.0870353545891343,L5,False
36,100,125.45900106430054,0.0948260948871764,L5,False
37,100,133.35900044441223,0.1038910484082246,L5,False
38,100,193.77000093460083,0.0709151496806296,L5,False
39,100,120.67400002479552,0.1008868846648911,L5,False
40,100,140.9910008907318,0.1019209751926955,L6,False
41,100,105.2730016708374,0.1015411224148989,L6,False
42,100,108.44300055503844,0.123429263766091,L6,False
43,100,129.98900055885315,0.108320280784065,L6,False
44,100,149.68100118637085,0.0935864076336357,L6,False
45,100,116.78300070762634,0.0940164088701937,L6,False
46,100,113.27700066566469,0.1212801122673431,L6,False
47,100,151.2820022106171,0.0951953017205073,L6,False
48,100,97.25899934768675,0.113937540037181,L6,False
49,100,171.03799986839294,0.0873427929228298,L6,False
50,100,111.18060445785522,0.1455931734944907,L7,False
51,100,145.5640001296997,0.1188433534589059,L7,False
52,100,195.0600016117096,0.0976418454039965,L7,False
53,100,103.69499826431274,0.1286215960985793,L7,False
54,100,141.6480004787445,0.1030890316478865,L7,False
55,100,116.42599940299988,0.1246997740417688,L7,False
56,100,114.9199993610382,0.119630637283152,L7,False
57,100,127.25200009346008,0.1146040157340094,L7,False
58,100,120.4470009803772,0.1302248658771299,L7,False
59,100,202.8500006198883,0.0990730111220324,L7,False
60,100,110.92000102996826,0.1448909139259074,L8,False
61,100,138.30200123786926,0.116854408065382,L8,False
62,100,129.79900121688843,0.1501716787531224,L8,False
63,100,128.88700079917908,0.149047919862569,L8,False
64,100,171.0920011997223,0.1123458953889898,L8,False
65,100,130.75500464439392,0.138546199121377,L8,False
66,100,108.26999974250792,0.1476300356050477,L8,False
67,100,151.54300117492676,0.1230670393863298,L8,False
68,100,168.50800132751465,0.117478880578365,L8,False
69,100,113.67799949645996,0.1369027480672862,L8,False
70,100,88.12000107765198,0.1873308847665031,L9,False
71,100,105.77200031280518,0.1575031394440347,L9,False
72,100,104.72900009155272,0.1767513337009715,L9,False
73,100,113.12700057029724,0.1701198541733774,L9,False
74,100,105.9160017967224,0.1720821120053674,L9,False
75,100,98.70299983024596,0.1719221471413765,L9,False
76,100,115.10000085830688,0.1737029464210552,L9,False
77,100,98.90899991989136,0.1878112860299202,L9,False
78,100,87.46800017356873,0.1850911489012335,L9,False
79,100,129.5490002632141,0.1588392608561713,L9,False
