,grid_res,error_adam_train,error_adam_test,error_PSO_train,error_PSO_test,loss_adam,loss_pso,lu_f_adam,lu_f_pso,time_adam,time_pso,type
0,20,0.039032842963933945,0.041165757924318314,0.03912116959691048,0.041256196796894073,0.0004756418347824365,0.00047336419811472297,1.6137999381271584e-08,1.3918032948367909e-08,3384.0994288921356,5572.800494670868,kdv_PSO_KAN
