,grid_res,error_adam_train,error_adam_test,error_PSO_train,error_PSO_test,loss_adam,loss_pso,lu_f_adam,lu_f_pso,time_adam,time_pso,type
0,10,0.01712538395144391,0.13378320636841667,0.015018972498365445,0.1320760772873643,7.219097710731148e-07,4.934900488251515e-09,4.555251575250052e-12,1.347290076507098e-16,318.7447259426117,53774.22987437248,burgers1d_PSO_KAN
