,grid_res,time,RMSE,loss,type,cache
0,100,636.2090907096863,17.017303312803524,4.536844231677605,PIV,True
1,200,725.7869465351105,13.220425475123655,4.343799483076623,PIV,True
2,300,826.8858523368835,11.892452738743978,4.396495397645772,PIV,True
3,400,880.8532059192657,11.199533987029554,4.340835448965663,PIV,True
4,500,950.2810425758362,10.80582381398274,4.3926332435713675,PIV,True
