,grid_res,time,RMSE,loss,type,cache
0,10,476.62196588516235,1.0622071,0.13912131,PIV,False
1,20,617.4579989910126,1.3917063,0.2834187,PIV,False
2,30,797.2659993171692,1.5069413,2.3968613,PIV,False
3,40,1205.1975119113922,1.8856283,0.5598,PIV,False
4,50,1750.637998342514,1.9706737,0.21909748,PIV,False
