,grid_res,time,RMSE,loss,type,cache
0,10,52.47003650665283,0.0008260525064298824,0.0012794976276070402,PI,True
1,10,29.954023599624634,0.0011520336258537978,0.0012806515126304596,PI,True
2,10,30.329007387161255,0.000498023696847876,0.0015807290973724186,PI,True
3,10,35.732993602752686,0.0007293878926009061,0.002677992034824439,PI,True
4,10,26.852006196975708,0.001187658694122852,0.0016740608114212963,PI,True
5,10,26.873991012573242,0.0007014622366118484,0.0005878178336205242,PI,True
6,10,27.444000720977783,0.0016099762698786979,0.001477802393280242,PI,True
7,10,36.605709075927734,0.0008778057759620993,0.001752476291130095,PI,True
8,10,25.501027584075928,0.0009857449161261593,0.0032478487235123865,PI,True
9,10,29.926982879638672,0.001561684550554589,0.0027537833427662417,PI,True
10,20,38.14497447013855,0.0005757537247259078,0.0020792050682257035,PI,True
11,20,34.91550612449646,0.0015346856946981632,0.0013689597333890469,PI,True
12,20,42.009528398513794,0.00012759318878467104,0.0024465417389133437,PI,True
13,20,36.41651177406311,0.0005573369306482841,0.0019031965220072111,PI,True
14,20,34.39699959754944,0.0007355773342794683,0.001356559191433987,PI,True
15,20,40.17455720901489,0.0005492655409449392,0.0020859852882133822,PI,True
16,20,32.91150760650635,0.0017282548525168254,0.002243108391020182,PI,True
17,20,38.788002014160156,0.0004069492197421071,0.0011884707771554481,PI,True
18,20,39.291998624801636,0.0011933850067471204,0.0013617358099762278,PI,True
19,20,34.57099938392639,0.0014402475540158102,0.0015009046888759814,PI,True
20,30,32.344000577926636,0.0009743221184866416,0.002099988806202574,PI,True
21,30,32.576000690460205,0.0005371812373113219,0.0017827409877158307,PI,True
22,30,36.66099953651428,0.0009000700968435766,0.0019516408380577943,PI,True
23,30,45.0475058555603,0.0004355164542784328,0.0017947920129933737,PI,True
24,30,36.780548095703125,0.00041679815739200374,0.00221188780675588,PI,True
25,30,33.05399966239929,0.0008702359837474937,0.0022912425172248174,PI,True
26,30,37.68400049209595,0.0007635920446807811,0.0017228174747431213,PI,True
27,30,35.731016635894775,0.000402026174135861,0.0017199458985458493,PI,True
28,30,41.97250723838806,0.00015063453559974462,0.0017928906773214959,PI,True
29,30,39.32606649398804,0.000286245916849082,0.001401107323169004,PI,True
30,40,38.46000099182129,0.0011490569961499532,0.0011782393410859904,PI,True
31,40,45.97601842880249,0.0009993873530264113,0.001882881101936934,PI,True
32,40,39.17855525016785,0.0003251308840179051,0.0022882313618577677,PI,True
33,40,41.65500068664551,0.0002507523788118433,0.002022376868773962,PI,True
34,40,36.367533683776855,0.0010608327829447531,0.0018137375705937764,PI,True
35,40,44.272034883499146,0.0004532848444058737,0.0016484613490885813,PI,True
36,40,44.237998723983765,0.0006835277567395873,0.002096416466891987,PI,True
37,40,33.731998682022095,0.0011023470180473339,0.0016068648486598225,PI,True
38,40,38.5819993019104,0.0005865507230027694,0.0015746920514392582,PI,True
39,40,47.15299987792969,0.00044453428196631153,0.0015971803429078169,PI,True
40,50,37.44605207443237,0.000786638063024208,0.0019620723560547226,PI,True
41,50,36.301000118255615,0.0007530032116518132,0.0019597589098094836,PI,True
42,50,53.39599800109863,0.0006782188821790597,0.0017439408664446931,PI,True
43,50,36.20400071144104,0.0017218620994966724,0.0020070310107219713,PI,True
44,50,46.15699744224548,0.0007632272995319522,0.0012220922055024286,PI,True
45,50,47.71202254295349,0.000267526901558404,0.002602853158945817,PI,True
46,50,51.44103693962097,0.0006585760274717407,0.001473743219351037,PI,True
47,50,34.35200047492981,0.00022068525862978404,0.002289154319800285,PI,True
48,50,47.9245069026947,0.0006365604649541628,0.0013502169132890984,PI,True
49,50,38.441994428634644,0.0006119831251168288,0.0018225627900965158,PI,True
50,60,41.04599928855896,0.0002448783011137733,0.002149105932478995,PI,True
51,60,40.032042026519775,0.00018990369230800885,0.0018512132738237597,PI,True
52,60,60.51855993270874,0.0011122557812823298,0.0017755634177252233,PI,True
53,60,48.57502317428589,0.00018569181005339365,0.0015366490788975007,PI,True
54,60,47.92852568626404,0.00011146011470429536,0.001731764870543273,PI,True
55,60,49.8199987411499,0.0004269457698594082,0.001586768092427554,PI,True
56,60,39.03500056266785,0.0005003887242896744,0.0015382877164209774,PI,True
57,60,46.2330002784729,0.0010366600172145273,0.001418824943737712,PI,True
58,60,38.241000175476074,0.0004288870453439058,0.0013832318388158349,PI,True
59,60,52.066999673843384,0.00019464017023721717,0.0015280822148207307,PI,True
60,70,48.6700005531311,0.00020778947100175818,0.0014023379785782497,PI,True
61,70,56.88599944114685,0.0002502216438295226,0.0017131461674378956,PI,True
62,70,42.68957018852234,0.0011357115451563382,0.0012012826576328905,PI,True
63,70,45.71499848365784,0.0002952248013350885,0.001389832981759459,PI,True
64,70,47.48550772666931,0.0007231735004637248,0.0013783056834657803,PI,True
65,70,44.160999059677124,0.0003310495812124497,0.0017382157524934716,PI,True
66,70,42.852508306503296,0.00037144818657377355,0.0014042606492871146,PI,True
67,70,37.077061891555786,0.0005073756169823991,0.0023318336760798364,PI,True
68,70,44.35700178146362,0.0006984379396967873,0.0013708721693959092,PI,True
69,70,44.33004188537598,0.00020671537211604623,0.0015188299535531524,PI,True
70,80,54.929529428482056,0.0007845013237014022,0.0012270250376369696,PI,True
71,80,47.530508041381836,0.0001906820832052341,0.0014826843343498652,PI,True
72,80,49.49209523200989,6.250388522593165e-05,0.0013939207471890258,PI,True
73,80,51.49952483177185,0.0002455407512143532,0.0016101546117553156,PI,True
74,80,58.389524698257446,0.0012459123174365968,0.001943264653267801,PI,True
75,80,56.4620201587677,0.0007566659929078547,0.001502920386851625,PI,True
76,80,68.41100120544434,0.0004759767480543694,0.0014840185104410264,PI,True
77,80,55.69902300834656,0.0006110739146226877,0.0016943454731553065,PI,True
78,80,58.842000007629395,0.0004903857286250222,0.0013914543817642455,PI,True
79,80,46.71200180053711,0.00015477905082606725,0.0017753129941144863,PI,True
80,90,43.21352481842041,0.000590758657323461,0.0015525471527806367,PI,True
81,90,64.14851236343384,0.0003985983319020231,0.001274594871965573,PI,True
82,90,47.30100083351135,0.000349379019545677,0.0017946595282333222,PI,True
83,90,47.811527729034424,0.00025566487502147245,0.0018660968050242532,PI,True
84,90,43.19152307510376,0.0015674685181510217,0.0019270418723085214,PI,True
85,90,55.95704436302185,0.00018428974335733643,0.0018295631501510645,PI,True
86,90,48.92851209640503,0.0004221403796567784,0.0019170497524800822,PI,True
87,90,48.95657444000244,0.0004535659364765717,0.002062819870273569,PI,True
88,90,54.096999168395996,0.00014697172933507923,0.0017094926943801714,PI,True
89,90,52.17500042915344,0.0009005544398212251,0.0011355877963386274,PI,True
90,100,45.90400052070618,0.0016520767027404725,0.0016895573717415902,PI,True
91,100,52.34999990463257,0.00034011247391299224,0.0017588398575352493,PI,True
92,100,51.07264995574951,0.0003704675676687102,0.0017151726207740303,PI,True
93,100,54.730000734329224,0.00023387297774744755,0.0015436519838396834,PI,True
94,100,47.47300100326538,0.000698906654000674,0.0016130130254781438,PI,True
95,100,50.91099953651428,0.0008834255694455521,0.0015404871755358152,PI,True
96,100,58.30501985549927,0.0011604487569860022,0.0017402207105305934,PI,True
97,100,73.08599996566772,0.0004057907058601567,0.0016596002014069855,PI,True
98,100,39.95405554771423,0.0007249838798908167,0.001584194067676875,PI,True
99,100,59.10100865364075,0.0002096461405971634,0.0016062435947546139,PI,True
100,200,67.94002389907837,0.00037591992652141363,0.0015068449718931565,PI,True
101,200,57.20800018310547,0.0010686252865606083,0.0015053571682766276,PI,True
102,200,49.35800099372864,0.0010767417127412295,0.0014235320868972723,PI,True
