,grid_res,time,RMSE,loss,type,cache
57,60,61.37499976158142,0.0012337593382952129,0.0004078343086679759,PI,False
58,60,56.699591398239136,0.00026232495068637845,0.0003330156500211557,PI,False
59,60,60.217042207717896,0.0004336569406975063,0.00046450871490869017,PI,False
60,70,56.40899968147278,0.00044780328997873735,0.0003871533638105662,PI,False
61,70,47.663506746292114,0.0013073919454534046,0.0007237974924719781,PI,False
62,70,73.06207299232483,0.001295226185376362,0.0006856070829216397,PI,False
63,70,74.71300029754639,0.00018834837666054433,0.00040010175362859,PI,False
64,70,53.591999530792236,0.00136478672588264,0.0009898307701234899,PI,False
65,70,54.77067184448242,0.0011514142774194265,0.0005516592245027319,PI,False
66,70,66.65099930763245,0.0009598613372780258,0.0005089231918873338,PI,False
67,70,86.5385069847107,0.0009179383844819504,0.0005090799331580742,PI,False
68,70,57.79400038719177,0.0006019328276302473,0.0006214096719239504,PI,False
69,70,68.60100054740906,0.00035903038313601167,0.00046639430065489873,PI,False
70,80,50.570000410079956,0.00038652942181681866,0.00046593731587674103,PI,False
71,80,65.37100005149841,0.0007658652654317509,0.0006763758389512209,PI,False
72,80,66.24257183074951,0.0004573218656122317,0.0006199009413960302,PI,False
73,80,48.239110469818115,0.0007788724481473838,0.00047091033716839537,PI,False
74,80,64.42050862312317,0.0008205750564158529,0.0008571761223469254,PI,False
75,80,52.23503255844116,0.000464097986339213,0.0005444038836151244,PI,False
76,80,75.61900019645691,0.0004792000216268442,0.000489572368975053,PI,False
77,80,74.33699989318848,0.0008121887457500373,0.0006703607246614507,PI,False
78,80,54.32800054550171,0.0001937819808195335,0.0007746178611629795,PI,False
79,80,69.4500002861023,0.0010095039098850715,0.0005226278298470222,PI,False
80,90,76.3290364742279,0.00014789609601379875,0.0004227556575199312,PI,False
81,90,64.48399996757507,0.0006773169421107945,0.00047583845317700213,PI,False
82,90,60.75450944900513,0.001366163983273069,0.0006975869976068097,PI,False
83,90,81.20610475540161,0.0005366873887431659,0.0004873530623826783,PI,False
84,90,57.31700015068054,0.0008868613311321989,0.000576211069609589,PI,False
85,90,59.179060220718384,0.0009096633127394934,0.0003989651510948062,PI,False
86,90,74.31507468223572,0.00022209333460261434,0.0005305404838785721,PI,False
87,90,61.04300093650818,0.0002715236314408274,0.0003497869470108915,PI,False
88,90,68.38681697845459,0.0005646273316383134,0.0006431533155439872,PI,False
89,90,77.37202310562134,0.0010428678923852285,0.0004949667551877035,PI,False
90,100,75.76999855041504,0.000525841015619739,0.0006031897739333503,PI,False
91,100,70.27800059318542,9.298818678045286e-05,0.0005520120158826469,PI,False
92,100,82.59902286529541,0.00022912998773133854,0.0006007751948562401,PI,False
93,100,60.69852662086487,0.00028215481065169335,0.0005313616597276694,PI,False
94,100,65.25952458381653,0.0015070058157024087,0.0006772659084006705,PI,False
95,100,58.900033712387085,0.00019625439594697584,0.00048595917817495504,PI,False
96,100,77.86008095741272,0.0009693408285372838,0.0006814869171000784,PI,False
97,100,68.32860708236694,0.00041540074220672453,0.0007017727488303482,PI,False
98,100,82.52021408081055,0.0004581699286231743,0.0006219947739953824,PI,False
99,100,53.3125696182251,0.0006291866110270413,0.0006268028452698637,PI,False
100,200,95.88160395622253,0.0006078166508073825,0.0005946737677380298,PI,False
101,200,80.550044298172,0.00029106140455351266,0.0005318187676128794,PI,False
102,200,115.97600102424622,6.0145837218203084e-05,0.0004230817526728048,PI,False
103,200,99.88852953910828,0.00010098168017895766,0.0003801535267110648,PI,False
104,200,77.90599966049194,0.0005352086288052654,0.000625115224732924,PI,False
105,200,100.56893491744995,0.0008167158313758415,0.0004694822823694267,PI,False
106,200,72.72618961334229,0.0006256079182325999,0.0008170565147730402,PI,False
107,200,75.35806584358215,0.0018144680912440354,0.0008629904875210315,PI,False
108,200,96.86556267738342,0.0008175475586162971,0.0004824742416206407,PI,False
109,200,68.01051044464111,0.0005328104754604493,0.0006206107128758909,PI,False
110,300,83.06402564048767,0.0007157609535817876,0.0005243886054751724,PI,False
111,300,90.1970009803772,0.0013630844779718104,0.000706457510386227,PI,False
112,300,129.48550748825073,0.0012123416387325935,0.00055419108693891,PI,False
113,300,85.59003520011902,0.0005115328396579912,0.0004944635845088741,PI,False
114,300,82.4260003566742,0.00014035366502836085,0.0005327206817704877,PI,False
115,300,106.17450881004333,0.0008093924133901168,0.0007344511161747128,PI,False
116,300,111.91608095169067,0.00012285692839491107,0.0003705132730407179,PI,False
117,300,102.44000053405762,0.0008166901966942761,0.0005942690101764514,PI,False
118,300,110.90352821350098,0.0003875008469830404,0.0005972287796080014,PI,False
119,300,105.20811772346497,0.0006411307491442547,0.000759762877767689,PI,False
120,400,123.37663960456848,0.000390936510430577,0.0005483782028942175,PI,False
121,400,106.10202884674072,0.000517675005418618,0.0006074088357355123,PI,False
122,400,138.28722667694092,0.0014420320467655667,0.0004431089976039593,PI,False
123,400,173.5219259262085,0.0004993292040293506,0.00030826688162166604,PI,False
124,400,176.6181321144104,0.0001725671860815107,0.0003614908894928881,PI,False
125,400,105.45499992370605,0.00036007049426026383,0.00042227547124440434,PI,False
126,400,99.81300020217896,0.0022060901962096457,0.0007845814047638955,PI,False
127,400,90.40200066566467,0.0006518086879663047,0.0004891518364065206,PI,False
128,400,113.87599968910217,0.0007000119928494761,0.00041368474703240565,PI,False
129,400,154.5680000782013,0.0004515167915141443,0.0003967661909760889,PI,False
130,500,120.7610011100769,0.0009505912737077674,0.00040116352246188924,PI,False
131,500,128.00400042533875,0.00032324166389868575,0.0005946476676794987,PI,False
132,500,147.53300070762634,0.00010636297162293387,0.0004450751067537587,PI,False
133,500,91.80199956893921,0.0002666669839510679,0.0008623982203932457,PI,False
134,500,103.97400116920471,0.0002127107817083525,0.00044256746973936334,PI,False
135,500,154.92999982833862,0.0011428033717184075,0.0005130223169875769,PI,False
136,500,163.17805004119873,0.000977524523020365,0.000630411419101834,PI,False
137,500,151.2926480770111,0.0007080415252161731,0.0005905792371006247,PI,False
138,500,120.72353935241699,0.00079607638639245,0.0004805486573450368,PI,False
139,500,153.16053771972656,0.0008987238188485812,0.0004139441810626643,PI,False
