,grid_res,time,RMSE,loss,type,cache
0,10,32.598998069763184,0.0011436836082649858,0.00028910262982428936,PI,False
1,10,37.94499373435974,0.0015428631060391313,0.0007905002902100222,PI,False
2,10,31.555525302886963,0.00034409783484946,0.0005338509726469376,PI,False
3,10,33.92300200462341,0.0005252085505997629,0.0005907315952780046,PI,False
4,10,33.58000087738037,0.0009071140289278934,0.00038053525557904533,PI,False
5,10,36.160000801086426,0.00036483776232310434,0.0004006123969116093,PI,False
6,10,36.307968854904175,0.0009422899461048898,0.00047594014108842675,PI,False
7,10,50.11202311515808,0.0027434401930197592,0.0005854335099344798,PI,False
8,10,41.583993673324585,0.0011888612761787774,0.0008591401036255608,PI,False
9,10,32.54312539100647,0.00012481692643697085,0.0007612880239699082,PI,False
10,20,32.85699939727783,0.0005986372097061247,0.0007494659209936749,PI,False
11,20,40.06599974632263,0.0014457689028387964,0.0006186662677993837,PI,False
12,20,44.437000036239624,0.0013389208513734376,0.000829033034450366,PI,False
13,20,48.10699915885925,0.00048240007403104206,0.0008271898602798967,PI,False
14,20,39.94900035858154,0.001154363693098935,0.0005366349865951747,PI,False
15,20,33.13199973106384,0.0006867942833559846,0.00040863159153481377,PI,False
16,20,51.6370005607605,0.00121450043645904,0.000453052116210384,PI,False
17,20,50.90100049972534,0.0011265048306033456,0.0005807636501564961,PI,False
18,20,41.468000650405884,0.0008077605672975577,0.0006354105730133341,PI,False
19,20,51.6680006980896,0.0009850302656891153,0.0008273882693588044,PI,False
20,30,48.797999143600464,0.00012445329743835304,0.00043319192656809946,PI,False
21,30,50.20204710960388,0.0005649918344817539,0.00051897386141464,PI,False
22,30,49.755000591278076,0.001126931947718847,0.000610726661655292,PI,False
23,30,42.0090012550354,0.0003435739870643288,0.00044226481650788685,PI,False
24,30,49.54599976539612,0.0009662935342412459,0.0005093642690252587,PI,False
25,30,51.48599934577942,0.0003911995711546685,0.000314523967121616,PI,False
26,30,60.92700123786926,0.0015794512766397974,0.0006524618043943775,PI,False
27,30,39.875999450683594,0.003553940535495323,0.0013767237505343134,PI,False
28,30,55.498000383377075,0.0007145631605912943,0.0007203844720337707,PI,False
29,30,45.84299898147583,0.0010106545774092772,0.0007245954953494227,PI,False
30,40,63.86399984359741,0.0013685554726343963,0.0006891275394053098,PI,False
31,40,51.206000089645386,0.0013533498075523783,0.0007628743734944265,PI,False
32,40,52.70099949836731,0.0008073936058680201,0.0006968111142544586,PI,False
33,40,57.27099919319153,0.00016332480665358755,0.0004365110133238703,PI,False
34,40,53.634000301361084,0.0004921488434701226,0.0006705361617848071,PI,False
35,40,45.031999826431274,0.0021383046657612527,0.0008240155949974515,PI,False
36,40,57.69599962234497,0.000562885339709876,0.0006663776188893522,PI,False
37,40,42.090999126434326,3.7905422211344734e-05,0.000474983948912322,PI,False
38,40,58.56800031661987,0.0003644403994102285,0.0004023904107146592,PI,False
39,40,71.50899863243103,0.0008373648750635058,0.0006723865081480485,PI,False
40,50,53.184000730514526,0.0006385736652796765,0.0005619758102915207,PI,False
41,50,62.37100052833557,0.0007886965056917566,0.00045483864714696703,PI,False
42,50,61.74100065231323,0.0016988298787617019,0.0007294544144001991,PI,False
43,50,58.386998891830444,0.0005423740362598609,0.000630991802360481,PI,False
44,50,51.76599979400635,0.0006565621992754263,0.0005668634352358481,PI,False
45,50,53.44999814033508,0.0011842498121466267,0.000680762159852577,PI,False
46,50,54.62799954414368,0.00026548810165919726,0.0005601122534497627,PI,False
47,50,71.90899968147278,0.0005093954893639673,0.0004682045378263666,PI,False
48,50,53.39199948310852,0.0011461511967070254,0.0005421441281009409,PI,False
49,50,61.14199900627136,0.00014770321309299394,0.0005378124565935537,PI,False
50,60,55.21500015258789,0.0006580795946290426,0.0004845327260271093,PI,False
51,60,50.16600012779236,0.00035080408610906625,0.0004161201093274558,PI,False
52,60,64.70950818061829,0.0007740572300939966,0.0005743008530193494,PI,False
53,60,86.40354704856873,0.0007151901740053259,0.00032196898077780506,PI,False
54,60,87.297532081604,0.00019376291624298244,0.0003530304446713872,PI,False
55,60,42.60401654243469,0.0003023560209317135,0.0007545894333134129,PI,False
56,60,64.97710657119751,0.00113044609379141,0.0006128322897003546,PI,False
