,grid_res,time,RMSE,loss,type,cache
0,10,651.1336607933044,0.02582815313508888,182.23077,kdv_eqn,True
1,10,613.1164209842682,0.026713026526227347,164.00888,kdv_eqn,True
2,10,657.5825335979462,0.026187069210610703,149.74297,kdv_eqn,True
3,10,678.9640529155731,0.026162539684896728,136.80884,kdv_eqn,True
4,10,473.1210021972656,0.02597748554336173,139.90189,kdv_eqn,True
5,10,555.2351841926575,0.026180050202781992,190.59186,kdv_eqn,True
6,10,464.7156524658203,0.026457895432814127,124.04824,kdv_eqn,True
7,10,572.5180013179779,0.025720173024870698,179.15172,kdv_eqn,True
8,10,593.8236379623413,0.026420385125567533,177.26607,kdv_eqn,True
9,10,762.6005127429962,0.026101650989823328,194.64882,kdv_eqn,True
10,20,650.9727857112885,0.025562997482478273,141.99158,kdv_eqn,True
11,20,568.9602916240692,0.025768884252625676,184.80983,kdv_eqn,True
12,20,886.2460615634918,0.025450027104749227,139.76537,kdv_eqn,True
13,20,700.2160007953644,0.025265096943840597,143.04549,kdv_eqn,True
14,20,571.6250007152557,0.025582928048070105,162.14026,kdv_eqn,True
15,20,636.9040024280548,0.025497729046092925,149.20723,kdv_eqn,True
16,20,798.8553671836853,0.025535164000610896,163.92007,kdv_eqn,True
17,20,664.8986096382141,0.02532452307939914,163.54532,kdv_eqn,True
18,20,633.984001159668,0.026131681424255992,157.10524,kdv_eqn,True
19,20,571.7720174789429,0.025273344018384263,144.20271,kdv_eqn,True
20,30,765.1070215702057,0.025407783598973915,163.65805,kdv_eqn,True
21,30,804.9860017299652,0.025561150922647324,158.19466,kdv_eqn,True
22,30,635.3465087413788,0.025217976258489868,152.62346,kdv_eqn,True
23,30,718.4680016040802,0.025733972930776103,160.07605,kdv_eqn,True
24,30,791.8050017356873,0.02534617053121372,167.74756,kdv_eqn,True
25,30,810.1460015773773,0.0256336394784471,153.83113,kdv_eqn,True
26,30,968.7045090198517,0.025781249956030847,172.6681,kdv_eqn,True
27,30,817.2280023097992,0.02539410190430403,156.36339,kdv_eqn,True
28,30,756.746001958847,0.026001396302237502,162.50064,kdv_eqn,True
29,30,826.1760017871857,0.025600078894250627,150.24805,kdv_eqn,True
