,grid_res,time,RMSE,loss,type
0,100,1315.6866145133972,3.723259168674539,0.9783929656005341,PI
1,100,1292.4333791732788,3.64322814117005,0.8294057211549628,PI
2,100,804.3680016994476,3.6072362497839836,0.7883030828926394,PI
3,100,185.78000044822693,3.5991651699476592,0.8137592672796927,PI
4,100,187.01600003242493,3.5991651699476592,0.8137592672796927,PI
5,100,185.8150007724762,3.5991651699476592,0.8137592672796927,PI
6,100,186.53000020980835,3.5991651699476592,0.8137592672796927,PI
7,100,186.89600110054016,3.5991651699476592,0.8137592672796927,PI
8,100,186.23400115966797,3.5991651699476592,0.8137592672796927,PI
9,100,187.41799998283386,3.5991651699476592,0.8137592672796927,PI
10,200,1318.2520010471344,3.3375507031959497,1.0470629787189694,PI
11,200,1316.5350003242493,3.3375507031959497,1.0470629787189694,PI
12,200,1320.4820022583008,3.3375507031959497,1.0470629787189694,PI
13,200,1323.780000925064,3.3375507031959497,1.0470629787189694,PI
14,200,1311.9340002536774,3.3375507031959497,1.0470629787189694,PI
15,200,1318.6980004310608,3.3375507031959497,1.0470629787189694,PI
16,200,1320.041002035141,3.3375507031959497,1.0470629787189694,PI
17,200,1308.3120005130768,3.3375507031959497,1.0470629787189694,PI
18,200,1324.4040174484253,3.3375507031959497,1.0470629787189694,PI
19,200,1313.3530020713806,3.3375507031959497,1.0470629787189694,PI
20,300,879.1170015335083,3.2080112152723412,0.9432822599416752,PI
21,300,325.53800082206726,3.1944967219113654,0.9591219800399315,PI
22,300,322.9860029220581,3.1944967219113654,0.9591219800399315,PI
23,300,324.2330002784729,3.1944967219113654,0.9591219800399315,PI
24,300,324.8830008506775,3.1944967219113654,0.9591219800399315,PI
25,300,327.56300044059753,3.1944967219113654,0.9591219800399315,PI
26,300,328.2510006427765,3.1944967219113654,0.9591219800399315,PI
27,300,326.095999956131,3.1944967219113654,0.9591219800399315,PI
28,300,325.21799993515015,3.1944967219113654,0.9591219800399315,PI
29,300,326.6810004711151,3.1944967219113654,0.9591219800399315,PI
30,400,379.72899985313416,3.1543649038621706,0.9084384681723421,PI
31,400,246.657000541687,3.1472301625513026,1.0632997344129151,PI
32,400,255.69099950790405,3.1472301625513026,1.0632997344129151,PI
33,400,253.27700090408325,3.1472301625513026,1.0632997344129151,PI
34,400,240.2539999485016,3.1472301625513026,1.0632997344129151,PI
35,400,254.9740014076233,3.1472301625513026,1.0632997344129151,PI
36,400,253.78500199317932,3.1472301625513026,1.0632997344129151,PI
37,400,249.11099934577942,3.1472301625513026,1.0632997344129151,PI
38,400,257.6390001773834,3.1472301625513026,1.0632997344129151,PI
39,400,249.7409999370575,3.1472301625513026,1.0632997344129151,PI
40,500,386.81600046157837,3.121327662338073,0.9856632721633289,PI
41,500,192.60899996757507,3.1139851305219732,0.9514562129660433,PI
42,500,226.41200160980225,3.1054382542734342,0.9977210235345595,PI
43,500,242.7560007572174,3.1054382542734342,0.9977210235345595,PI
44,500,215.421000957489,3.1054382542734342,0.9977210235345595,PI
45,500,212.51099967956543,3.1054382542734342,0.9977210235345595,PI
46,500,208.8549997806549,3.1054382542734342,0.9977210235345595,PI
47,500,206.17599964141846,3.1054382542734342,0.9977210235345595,PI
48,500,206.28900027275085,3.1054382542734342,0.9977210235345595,PI
49,500,207.760999917984,3.1054382542734342,0.9977210235345595,PI
50,600,180.6715030670166,3.0835655082858158,0.8988749467607704,PI
51,600,200.2565417289734,3.08020169906812,0.8777448165032595,PI
52,600,166.13214015960693,3.073765296266587,1.6423329323008886,PI
53,600,158.86153435707092,3.073765296266587,1.6423329323008886,PI
54,600,154.9910020828247,3.073765296266587,1.6423329323008886,PI
55,600,155.388001203537,3.073765296266587,1.6423329323008886,PI
56,600,157.1360490322113,3.073765296266587,1.6423329323008886,PI
57,600,156.4695098400116,3.073765296266587,1.6423329323008886,PI
58,600,159.54355716705322,3.073765296266587,1.6423329323008886,PI
59,600,165.5625376701355,3.073765296266587,1.6423329323008886,PI
60,700,150.84261393547058,3.0573838213689006,1.2281387440799563,PI
61,700,158.76409721374512,3.0573838213689006,1.2281387440799563,PI
62,700,149.29151558876038,3.0573838213689006,1.2281387440799563,PI
63,700,150.13167786598206,3.0573838213689006,1.2281387440799563,PI
64,700,144.96051478385925,3.0573838213689006,1.2281387440799563,PI
65,700,141.90600156784058,3.0573838213689006,1.2281387440799563,PI
66,700,141.8670015335083,3.0573838213689006,1.2281387440799563,PI
67,700,140.96000051498413,3.0573838213689006,1.2281387440799563,PI
68,700,143.66400146484375,3.0573838213689006,1.2281387440799563,PI
69,700,144.77800130844116,3.0573838213689006,1.2281387440799563,PI
70,800,177.85199975967407,3.051174547888836,0.9004674339312331,PI
71,800,160.32600212097168,3.0408654999613494,0.9247932612726117,PI
72,800,161.12100052833557,3.0408654999613494,0.9247932612726117,PI
73,800,160.01500010490417,3.0408654999613494,0.9247932612726117,PI
74,800,159.389000415802,3.0408654999613494,0.9247932612726117,PI
75,800,160.21899890899658,3.0408654999613494,0.9247932612726117,PI
76,800,159.43000102043152,3.0408654999613494,0.9247932612726117,PI
77,800,160.44700050354004,3.0408654999613494,0.9247932612726117,PI
78,800,159.8619999885559,3.0408654999613494,0.9247932612726117,PI
79,800,158.88800072669983,3.0408654999613494,0.9247932612726117,PI
80,900,161.7610011100769,3.0325805364449185,0.8758163153278318,PI
81,900,162.63800072669983,3.0325805364449185,0.8758163153278318,PI
82,900,162.28099989891052,3.0325805364449185,0.8758163153278318,PI
83,900,162.4420018196106,3.0325805364449185,0.8758163153278318,PI
84,900,160.4920015335083,3.0325805364449185,0.8758163153278318,PI
85,900,162.12000131607056,3.0325805364449185,0.8758163153278318,PI
