,grid_res,time,RMSE,loss,type
0,10,63.35533261299133,0.22721266837584214,0.0971476206198309,wave_eqn
1,10,50.971112966537476,0.2027943849072567,0.07826077924761658,wave_eqn
2,10,42.7442901134491,0.09888855564893516,0.074867520452469,wave_eqn
3,10,54.34243893623352,0.1822714730483023,0.07822536252720666,wave_eqn
4,10,49.252445459365845,0.2565483841206483,0.10850366797075581,wave_eqn
5,10,49.804633378982544,0.1436517393228483,0.09640826055437329,wave_eqn
6,10,53.32589507102966,0.022810289343090213,0.05518934153989147,wave_eqn
7,10,46.47303080558777,0.09551551606826707,0.06510543373043191,wave_eqn
8,10,37.17654895782471,0.1675525865567635,0.0770536910318406,wave_eqn
9,10,30.854538440704346,0.18864419449003858,0.08418129270128337,wave_eqn
10,20,48.25482535362244,0.18900619895655357,0.07038710494689823,wave_eqn
11,20,52.624114751815796,0.22609201421236244,0.0708696659445783,wave_eqn
12,20,37.698933601379395,0.17645024408972104,0.07256627248561,wave_eqn
13,20,62.20140743255615,0.19344182442337976,0.06722915407446499,wave_eqn
14,20,58.681299448013306,0.3185294314084449,0.13256971433322579,wave_eqn
15,20,53.5385959148407,0.20535288306194732,0.08804827506102529,wave_eqn
16,20,63.600785970687866,0.1430186003427716,0.06331851483874,wave_eqn
17,20,64.95579957962036,0.2159433094317695,0.07603202034310273,wave_eqn
18,20,73.19515180587769,0.2018142423567175,0.09837033920956886,wave_eqn
19,20,51.411001443862915,0.2593537082625169,0.09982682334646145,wave_eqn
20,30,64.57103371620178,0.26050494563500237,0.07261336205973978,wave_eqn
21,30,61.27339744567871,0.2171280382382909,0.061628781310200755,wave_eqn
22,30,83.99190950393677,0.302194033547828,0.07320264663193977,wave_eqn
23,30,75.12857961654663,0.17035279762892055,0.0800977101541581,wave_eqn
24,30,80.29158854484558,0.20615490173847378,0.0681227927650406,wave_eqn
25,30,78.88384890556335,0.22730902678046122,0.08574717983988048,wave_eqn
26,30,68.51885747909546,0.20358744131646636,0.07173629003337742,wave_eqn
27,30,70.01399207115173,0.23545420390234864,0.06034504625433142,wave_eqn
28,30,61.308452129364014,0.3286159488310944,0.09858202820760806,wave_eqn
29,30,45.094393253326416,0.07042504293665425,0.053632394692337174,wave_eqn
30,40,88.42582178115845,0.27741823137003613,0.04857977854227008,wave_eqn
31,40,120.1779887676239,0.21891492920213187,0.09598030640520003,wave_eqn
32,40,89.22488975524902,0.1966006231491162,0.04897134248127001,wave_eqn
33,40,92.53134632110596,0.15400476088433548,0.06516839352842309,wave_eqn
34,40,113.6892683506012,0.25918570440005756,0.061594345402797054,wave_eqn
35,40,86.7338433265686,0.25108728144248144,0.08412063286873406,wave_eqn
36,40,96.71052622795105,0.01302101478357097,0.05215907012665192,wave_eqn
37,40,89.43667697906494,0.2667430128322974,0.07945483240362007,wave_eqn
38,40,123.22252988815308,0.19111111331052869,0.05172943019082631,wave_eqn
39,40,123.95924496650696,0.2989801047245222,0.08489489359212637,wave_eqn
40,50,179.5070822238922,0.21796727901582166,0.06854052526739907,wave_eqn
41,50,110.2495470046997,0.12337829040471435,0.05359056935391638,wave_eqn
42,50,167.52537488937378,0.1402695959699168,0.05632526403488391,wave_eqn
43,50,145.77673077583313,0.21976883478217693,0.06012018292884999,wave_eqn
44,50,156.00965666770935,0.08917708775647491,0.05396480796889023,wave_eqn
45,50,124.16152215003967,0.03519412705547688,0.037397072713945566,wave_eqn
46,50,127.21908140182495,0.2172583335076207,0.062456963589883535,wave_eqn
47,50,154.89220929145813,0.24429321071491517,0.062160762753977784,wave_eqn
48,50,178.43165349960327,0.14275871068276166,0.053243451507883954,wave_eqn
49,50,142.4302623271942,0.0927725165180242,0.057239698814428794,wave_eqn
50,60,538.6114614009857,0.14918917796660128,0.062024067148963524,wave_eqn
51,60,610.2962250709534,0.2146912468993298,0.059997494789445466,wave_eqn
52,60,625.3457934856415,0.18100482569126114,0.06975730894343626,wave_eqn
53,60,497.53392934799194,0.23562067974031647,0.08975488610486299,wave_eqn
54,60,388.89522981643677,0.23406859607552846,0.06640659189723597,wave_eqn
55,60,422.5864357948303,0.17711703570999315,0.0568607144928913,wave_eqn
56,60,355.56011629104614,0.1069068960886916,0.03817775655271138,wave_eqn
57,60,343.3320186138153,0.026415942025030493,0.050242667901358076,wave_eqn
58,60,393.75263833999634,0.13224215160366035,0.0644121902199718,wave_eqn
59,60,335.1402978897095,0.17634705992893493,0.05245301430609519,wave_eqn
60,70,500.7515802383423,0.2882485010761653,0.061038662985827705,wave_eqn
61,70,677.6021242141724,0.1672582937057922,0.07174625962850602,wave_eqn
62,70,680.7128794193268,0.23938503889634,0.06343569316709072,wave_eqn
63,70,716.255019903183,0.19207499861863847,0.05932333507321823,wave_eqn
64,70,624.9092042446136,0.0595331955025534,0.06315546262329824,wave_eqn
65,70,833.7359917163849,0.11949605762887634,0.05381052910787207,wave_eqn
66,70,638.1279809474945,0.23862092630478413,0.07435087312303185,wave_eqn
67,70,631.2025706768036,0.06858458550661682,0.0545139626035031,wave_eqn
68,70,732.0703282356262,0.21596398709264306,0.058924962799105765,wave_eqn
69,70,871.1375052928925,0.17333956556438834,0.0425619970266985,wave_eqn
70,80,790.5602915287018,0.22439107414431073,0.06807049142847146,wave_eqn
71,80,763.1032588481903,0.17451439461030938,0.05709232901200689,wave_eqn
72,80,766.9106588363647,0.3499611921581707,0.0816901789512268,wave_eqn
73,80,1021.5642006397247,0.23924128631964076,0.04931736378968335,wave_eqn
74,80,1018.1275889873505,0.26350334028905614,0.05746380596904217,wave_eqn
75,80,791.978321313858,0.20845420394920808,0.06769220020313055,wave_eqn
76,80,769.756716966629,0.1466394077698761,0.044668430113285404,wave_eqn
77,80,648.51371717453,0.03466734706650971,0.048522879371341227,wave_eqn
78,80,921.1644124984741,0.2243694157018558,0.0675466668991232,wave_eqn
79,80,864.1450963020325,0.2310988820599572,0.06495389549630255,wave_eqn
80,90,1091.9964246749878,0.309184779941833,0.07453107884582383,wave_eqn
81,90,1080.557371377945,0.23315817817885365,0.056934177509948704,wave_eqn
82,90,1015.8448321819305,0.2563133958162686,0.0721202628024724,wave_eqn
83,90,1112.0735807418823,0.21059636212780306,0.064238831955929,wave_eqn
84,90,553.169971704483,0.11428376487138964,0.07188661663657732,wave_eqn
85,90,1268.1507115364075,0.25440360540733115,0.06602606136350532,wave_eqn
86,90,1104.5645768642426,0.19846512419843385,0.05172270942166248,wave_eqn
87,90,895.8973388671875,0.26225506135441945,0.058700093598138554,wave_eqn
88,90,1028.9682302474976,0.09869339607093282,0.04590197970879206,wave_eqn
89,90,1170.1062874794006,0.21147680152672887,0.06544943164799572,wave_eqn
90,100,1224.3275389671326,0.24220832981249818,0.051323372758834605,wave_eqn
91,100,1280.1045334339142,0.1865269248985642,0.04711016558833315,wave_eqn
92,100,1421.1520392894745,0.23472134303357783,0.061714471656081564,wave_eqn
93,100,1098.3083953857422,0.13756028119298622,0.057624685126579867,wave_eqn
94,100,1519.3153715133667,0.25214695534511367,0.05266195136285306,wave_eqn
95,100,1420.2246191501617,0.17874348971290807,0.05056645564348422,wave_eqn
96,100,1390.5846881866455,0.27189018618764693,0.05757068473134361,wave_eqn
97,100,1372.9834380149841,0.1721962913218696,0.04446634859930686,wave_eqn
98,100,1266.7240254878998,0.19587833647242497,0.04906540854561206,wave_eqn
99,100,1428.831845998764,0.28869444899797736,0.0742822993755464,wave_eqn
