,grid_res,error_train_u,error_train_v,error_test_u,error_test_v,loss,time,type
0,10,1.5935800019276802,1.0012058640809907,1.5935800019276802,1.0012058640809907,51.926979064941406,76.43588709831238,LV_lam
1,20,1.4669748360811534,1.549585330054715,1.4669748360811534,1.549585330054715,288.2425231933594,52.16658592224121,LV_lam
2,30,1.2331559980009252,1.273544229155561,1.2331559980009252,1.273544229155561,80.02003479003906,65.99850392341614,LV_lam
3,40,1.127224437124114,1.1253397631025759,1.127224437124114,1.1253397631025759,7.834299564361572,164.04701709747314,LV_lam
