,grid_res,error_train_u_adam,error_train_v_adam,error_test_u_adam,error_test_v_adam,error_train_u_pso,error_train_v_pso,error_test_u_pso,error_test_v_pso,loss_adam,loss_pso,time_adam,time_pso,type
0,10,1.3029925732881142,0.990976149949347,1.3029925732881142,0.990976149949347,1.3031586510778235,0.9897670971072877,1.3031586510778235,0.9897670971072877,0.0003222559462301433,3.17380327032879e-05,1584.9272527694702,5795.100546598434,LV_PSO
