,grid_res,error_train_pressure,error_train_velocity,error_train_density,error_test_pressure,error_test_velocity,error_test_density,loss,time,type
0,10,0.1566501259803772,0.3157793879508972,0.18498679995536804,0.1566501259803772,0.3157793879508972,0.18498679995536804,0.02738380804657936,1566.9964413642883,SOD_lam
1,20,0.08857022225856781,0.20835207402706146,0.1412087082862854,0.08857022225856781,0.20835207402706146,0.1412087082862854,53.78704833984375,4726.667871952057,SOD_lam
