,grid_res,error_train_u_adam,error_train_v_adam,error_test_u_adam,error_test_v_adam,error_train_u_pso,error_train_v_pso,error_test_u_pso,error_test_v_pso,loss_adam,loss_pso,time_adam,time_pso,type
0,10,1.3029925732881142,0.990976149949347,1.3029925732881142,0.990976149949347,1.3031586510778235,0.9897670971072877,1.3031586510778235,0.9897670971072877,0.0003222559462301433,3.17380327032879e-05,1584.9272527694702,5795.100546598434,LV_PSO
1,20,1.1775866613230195,1.3087140825963226,1.1775866613230195,1.3087140825963226,1.177579309606266,1.3087186179994676,1.177579309606266,1.3087186179994676,7.472658035112545e-05,0.0001685425959294662,784.8517010211945,1577.5897145271301,LV_PSO
2,30,1.2117427240211567,1.2643365662320627,1.2117427240211567,1.2643365662320627,1.2117126776739122,1.26446761745314,1.2117126776739122,1.26446761745314,0.0003053067484870553,4.51640116807539e-05,1637.7945985794067,876.5946395397186,LV_PSO
3,40,1.2152922304071385,1.3633812549708937,1.2152922304071385,1.3633812549708937,1.2143900670379497,1.3634069509316546,1.2143900670379497,1.3634069509316546,0.00023957448138389736,0.00013819115702062845,1448.8500645160675,5130.881056308746,LV_PSO
