,grid_res,error_train_u,error_train_v,error_test_u,error_test_v,loss,time,type
0,10,1.5935800019276802,1.0012058640809907,1.5935800019276802,1.0012058640809907,51.926979064941406,76.43588709831238,LV_lam
1,20,1.4669748360811534,1.549585330054715,1.4669748360811534,1.549585330054715,288.2425231933594,52.16658592224121,LV_lam
