,grid_res,error_train_u_adam,error_train_v_adam,error_test_u_adam,error_test_v_adam,error_train_u_pso,error_train_v_pso,error_test_u_pso,error_test_v_pso,loss_adam,loss_pso,time_adam,time_pso,type
0,10,1.3029925732881142,0.990976149949347,1.3029925732881142,0.990976149949347,1.3031586510778235,0.9897670971072877,1.3031586510778235,0.9897670971072877,0.0003222559462301433,3.17380327032879e-05,1584.9272527694702,5795.100546598434,LV_PSO
1,20,1.1775866613230195,1.3087140825963226,1.1775866613230195,1.3087140825963226,1.177579309606266,1.3087186179994676,1.177579309606266,1.3087186179994676,7.472658035112545e-05,0.0001685425959294662,784.8517010211945,1577.5897145271301,LV_PSO
