,grid_res,error_train,error_test,loss,lu_f_adam,time_adam,type
0,10,0.06929170285375415,0.13447198688016118,7.951729941169106e-09,5.566902229075827e-16,114.41999936103821,burgers1d_NGD
1,20,0.033815820359509224,0.07163376901735424,1.1477187911168585e-07,1.0100544668234859e-13,2976.6403272151947,burgers1d_NGD
2,30,0.13102482328176698,0.08034970676324608,5.722295099985786e-07,3.5159234464815503e-12,14120.240219116211,burgers1d_NGD
3,40,0.1266238441011547,0.08710136870805296,1.0760882105387282e-06,9.949836093925413e-12,37335.82797169685,burgers1d_NGD
4,50,0.11642965245347887,0.23485701671024117,2.4777138605713844e-05,3.86782605943381e-09,82637.46052217484,burgers1d_NGD
5,60,0.11885692133228658,0.07692661005147529,1.3868746464140713e-05,1.6655328227699329e-09,158426.78083395958,burgers1d_NGD
